x, y
0.6914600000000000, 0.000000000000000
0.7168672990515236, 0.020408121603562174
0.7891567281168407, 0.07845795738342715
0.8433736850153134, 0.11836734058359423
0.9156626544785713, 0.16190464821763015
1.0421685808403023, 0.22721081727127246
1.1506024946372482, 0.27437639534349123
1.2710844168107172, 0.3233559356326445
1.4156628153392918, 0.379591809195575
1.5722892222443905, 0.43945574559410006
1.7891565902362228, 0.5120181095197941
2.0240964303949, 0.5863945048632853
2.246987802574994, 0.6480725418804704
2.433734690023459, 0.6970521513704864
2.632530045450507, 0.7460317608605025
2.879517893985707, 0.8022675652225701
3.1144577341443838, 0.8530612061303835
3.355421578491322, 0.8947845861479164
3.5602409381066313, 0.9292517020925348
3.734939817178574, 0.9401360636014751
3.8373492671851985, 0.9129251771293398
3.933734713003562, 0.8603174702032979
4.036144622612246, 0.8131519267315106
4.186747025329083, 0.7605442198054686
4.373493453175489, 0.7115646103154527
4.560240800226014, 0.6716552963161484
4.71084320294285, 0.6444444098440132
4.843373133492842, 0.6244897874447923
4.9879519916234765, 0.6027210644269116
